,cust_id,acc_id,acc_balance
4264,88194,10000013164,2.06
4265,70404,10000002810,-472.01
4266,94502,10000020309,-25.49
4267,86514,10000003198,-428.4
4268,83630,10000024379,-379.3
4269,22331,10000006884,-288.06
4270,78418,10000007695,-105.43
4271,54549,10000020149,-242.87
4272,49659,10000011696,-269.09
4273,10414,10000023708,-353.41
4274,45001,10000000566,-105.02
4275,47900,10000008084,-490.4
4276,49294,10000006245,-217.12
4277,30646,10000019661,-14.22
4278,32329,10000004506,-93.58
4279,69708,10000002680,-136.01
4280,70043,10000015748,-352.56
4281,82491,10000006452,-162.07
4282,75173,10000005805,-53.48
4283,41728,10000011199,-85.83
4284,23364,10000018790,-91.53
4285,96919,10000002754,-13.86
4286,13087,10000001834,-398.47
4287,93360,10000008355,-386.51
4288,79232,10000012829,-174.29
4289,72398,10000004132,-129.78
4290,16999,10000022606,-199.43
4291,32046,10000000122,-280.15
4292,69233,10000014618,-323.21
4293,68709,10000014086,-44.25
4294,45278,10000002130,-315.46
4295,71786,10000014915,-412.97
4296,68949,10000022658,-431.03
4297,56858,10000019260,-444.5
4298,95867,10000016711,-110.05
4299,38916,10000012193,-479.18
4300,45785,10000005561,-268.77
4301,21599,10000004063,-455.58
4302,45736,10000022101,-181.76
4303,52704,10000002789,-296.24
4304,46161,10000014469,-149.14
4305,99738,10000014422,-437.89
4306,24949,10000008121,-116.41
4307,38510,10000021736,-265.53
4308,83018,10000023940,-234.08
4309,78291,10000020114,-333.75
4310,41437,10000024656,-443.13
4311,50403,10000001050,-97.51
4312,28039,10000018490,-34.31
4313,29273,10000015552,-481.62
4314,58953,10000023290,-329.94
4315,19510,10000005839,-298.46
4316,86739,10000015872,-389.04
4317,42019,10000019337,-192.49
4318,76643,10000007960,-90.16
4319,23248,10000012687,-105.48
4320,64566,10000002424,-76.34
4321,24955,10000020521,-213.22
4322,13066,10000012059,-105.29
4323,69613,10000018411,-458.03
4324,17534,10000006662,-242.69
4325,80139,10000015484,-148.2
4326,42099,10000014198,-431.69
4327,32172,10000005772,-332.72
4328,33812,10000020970,-272.81
4329,49276,10000005005,-256.95
4330,17116,10000009204,-309.88
4331,56528,10000018550,-385.08
4332,41873,10000002893,-53.12
4333,42521,10000004821,-337.35
4334,66042,10000021492,-116.77
4335,89234,10000012413,-407.51
4336,23178,10000012167,-93.8
4337,82843,10000005033,-167.48
4338,67990,10000021718,-421.02
4339,57641,10000000729,-86.8
4340,51263,10000008119,-146.05
4341,62085,10000004145,-274.31
4342,12511,10000000976,-82.65
4343,59211,10000001342,-188.1
4344,18331,10000009090,-448.45
4345,62953,10000000829,-355.78
4346,73521,10000019110,-181.58
4347,70662,10000016033,-14.16
4348,37816,10000006907,-495.87
4349,21880,10000022701,-497.86
4350,92346,10000006947,-362.63
4351,27338,10000009740,-202.14
4352,77159,10000010010,-480.46
4353,51215,10000010197,-417.93
4354,65922,10000000387,-182.71
4355,83263,10000019786,-81.39
4356,95816,10000013112,-489.33
4357,43809,10000008662,-417.29
4358,69229,10000001410,-481.83
4359,15559,10000023256,-50.08
4360,27951,10000018274,-203.24
4361,20611,10000013268,-270.05
4362,41261,10000018401,-473.91
4363,90611,10000007676,-485.61
4364,97490,10000004878,-358.52
4365,86144,10000023365,-115.03
4366,79902,10000010749,-16.31
4367,56416,10000021388,-319.15
4368,45066,10000008645,-445.6
4369,34027,10000014565,-182.5
4370,12667,10000011188,-344.84
4371,88760,10000000084,-256.92
4372,68352,10000014416,-460.8
4373,81998,10000016392,-147.53
4374,94987,10000024128,-178.85
4375,98142,10000014449,-458.8
4376,42972,10000009167,-366.1
4377,54718,10000006123,-325.58
4378,76505,10000016187,-66.9
4379,79510,10000014351,-359.71
4380,20672,10000013337,-56.2
4381,28487,10000014505,-19.38
4382,64492,10000001973,-478.49
4383,74684,10000018604,-114.37
4384,81955,10000015667,-458.41
4385,93323,10000004342,-437.83
4386,35796,10000014836,-267.96
4387,79664,10000001248,-47.19
4388,66545,10000011100,-305.69
4389,44678,10000000442,-228.49
4390,42353,10000023387,-347.87
4391,31683,10000021078,-160.63
4392,11899,10000020701,-296.23
4393,34416,10000017076,-406.16
4394,19619,10000015005,-118.24
4395,59862,10000000493,-330.02
4396,29417,10000019153,-23.41
4397,68205,10000010771,-271.07
4398,50135,10000006048,-321.98
4399,10915,10000010028,-469.37
4400,84266,10000012039,-22.72
4401,71569,10000010271,-92.5
4402,54230,10000024155,-460.51
4403,87029,10000001894,-308.1
4404,51778,10000009715,-277.63
4405,17724,10000023301,-110.34
4406,14334,10000002145,-156.15
4407,14848,10000008464,-29.81
4408,90682,10000017573,-303.59
4409,36956,10000001331,-436.97
4410,92577,10000001638,-13.33
4411,99161,10000005212,-41.45
4412,34008,10000007326,-370.28
4413,81795,10000008695,-472.73
4414,39008,10000000813,-151.28
4415,93639,10000016737,-355.37
4416,68604,10000023905,-425.82
4417,30490,10000022421,-240.86
4418,13833,10000018313,-59.66
4419,55336,10000000220,-460.37
4420,50108,10000001457,-242.21
4421,79138,10000022057,-321.2
4422,71210,10000014662,-338.46
4423,68604,10000023906,-84.81
4424,78002,10000004785,-251.16
4425,75171,10000004309,-1.14
4426,24008,10000017660,-468.9
4427,12222,10000017250,-353.14
4428,83533,10000023416,-235.32
4429,60093,10000014078,-391.23
4430,85334,10000016004,-320.25
4431,97278,10000020413,-366.01
4432,80587,10000000622,-139.14
4433,50069,10000015032,-488.41
4434,13039,10000008492,-159.34
4435,97203,10000013149,-131.76
4436,46648,10000008894,-66.14
4437,46519,10000017527,-133.32
4438,57244,10000000193,-66.43
4439,24575,10000022636,-171.06
4440,95470,10000002482,-50.99
4441,84233,10000002114,-197.11
4442,44034,10000019720,2.55
4443,43320,10000009184,-288.6
4444,25663,10000007377,-69.4
4445,20529,10000012929,-454.11
4446,31080,10000005095,-415.91
4447,48520,10000007241,-428.04
4448,22802,10000002378,-392.2
4449,60428,10000022953,-257.59
4450,71251,10000017016,-375.22
4451,63447,10000007877,-22.97
4452,11933,10000023462,-434.69
4453,77107,10000023850,-62.99
4454,62330,10000005711,-266.48
4455,15695,10000005875,-392.85
4456,38199,10000000631,-180.16
4457,63745,10000009468,-307.13
4458,97923,10000013634,-330.22
4459,77023,10000006397,-121.8
4460,83029,10000001023,-111.59
4461,98845,10000009222,-94.54
4462,65189,10000011377,-109.74
4463,39290,10000019913,-1.07
4464,20207,10000014597,-382.71
4465,79705,10000009994,-386.03
4466,94885,10000013284,-122.07
4467,86836,10000021592,-333.82
4468,94929,10000014463,-480.46
4469,92210,10000010121,-83.01
4470,86795,10000008899,-70.71
4471,28374,10000015191,-25.29
4472,37562,10000013175,-129.07
4473,59593,10000000705,-210.0
4474,59036,10000017968,-32.21
4475,52139,10000008161,-99.7
4476,94885,10000013286,-219.91
4477,68533,10000011282,-196.23
4478,67749,10000017501,-474.32
4479,69499,10000024002,-231.1
4480,63508,10000006585,-141.56
4481,67454,10000011163,-258.2
4482,46508,10000004074,-316.62
4483,96663,10000015164,-28.15
4484,90758,10000008629,-395.97
4485,39372,10000021102,-183.97
4486,66754,10000016734,-300.19
4487,63834,10000021859,-395.92
4488,95342,10000004808,-241.99
4489,73770,10000004428,-294.93
4490,73350,10000019154,-86.33
4491,76075,10000023448,-247.73
4492,62165,10000016379,-142.74
4493,69252,10000009092,-496.53
4494,88848,10000008026,-211.3
4495,46983,10000006016,-326.37
4496,51382,10000021739,-326.68
4497,36727,10000020372,-294.19
4498,32756,10000005633,-254.9
4499,67757,10000018182,-193.54
4500,48672,10000002681,-398.05
4501,76503,10000020018,-147.17
4502,67195,10000001763,-71.61
4503,85393,10000016951,-65.15
4504,12248,10000010094,-469.01
4505,14130,10000022436,2.0
4506,69875,10000000686,-137.31
4507,81237,10000006706,-83.75
4508,92210,10000010122,-225.54
4509,10345,10000006901,-424.89
4510,28374,10000015190,-388.16
4511,32383,10000000971,-339.68
4512,58607,10000024190,-309.25
4513,43965,10000007587,-216.19
4514,70718,10000004703,-330.55
4515,42945,10000010407,-271.22
4516,93676,10000009340,-478.51
4517,70025,10000020976,-164.65
4518,47796,10000006310,-442.99
4519,15197,10000024750,-319.75
4520,33158,10000020008,-446.37
4521,94673,10000014335,-186.67
4522,17957,10000011145,-443.01
4523,61081,10000001832,-361.78
4524,42935,10000023308,-487.08
4525,26237,10000010678,-51.66
4526,78426,10000016771,-60.89
4527,55978,10000014466,-285.01
4528,62495,10000017755,-160.87
4529,60105,10000004626,-240.75
4530,61801,10000011472,-140.4
4531,67915,10000020213,-237.8
4532,55683,10000005338,-300.94
4533,22783,10000009544,-334.72
4534,26777,10000007999,-288.73
4535,43774,10000008064,-419.68
4536,74967,10000009658,-454.1
4537,73041,10000023163,-118.36
4538,14377,10000011842,-404.11
4539,69670,10000001288,-155.82
4540,12405,10000006342,-304.4
4541,28931,10000018302,-344.82
4542,92603,10000018156,-194.37
4543,51741,10000004741,-281.99
4544,59952,10000016866,-157.65
4545,22311,10000019336,-91.81
4546,28288,10000008114,-246.9
4547,43297,10000010387,-63.06
4548,92063,10000001588,-282.08
4549,46917,10000003965,-382.63
4550,92278,10000016173,-495.75
4551,43419,10000017765,-254.76
4552,48488,10000021686,-384.39
4553,51164,10000004495,-34.83
4554,77815,10000000307,-271.42
4555,39043,10000003635,-242.0
4556,20534,10000008734,-317.53
4557,31891,10000008790,-399.15
4558,99294,10000004717,-21.96
4559,78609,10000002785,-43.35
4560,44263,10000000393,-275.36
4561,14756,10000016396,-326.34
4562,98695,10000000860,-105.26
4563,78356,10000010959,-343.98
4564,37839,10000023989,-444.71
4565,37374,10000013171,-240.71
4566,18683,10000002471,-494.3
4567,80360,10000005452,-116.19
4568,50117,10000012982,-34.57
4569,49920,10000007949,-362.37
4570,83705,10000019600,-424.1
4571,68018,10000004827,-84.16
4572,48672,10000002683,-211.78
4573,94175,10000019896,-304.98
4574,48083,10000017282,-79.64
4575,36486,10000001751,-189.92
4576,94885,10000013283,-274.97
4577,25986,10000001399,-69.96
4578,65507,10000020419,-399.82
4579,76354,10000009119,-163.76
4580,11658,10000002038,-270.09
4581,96954,10000017456,-276.43
4582,35981,10000014749,-78.6
4583,24563,10000009982,-108.53
4584,57148,10000017098,-476.34
4585,19407,10000007923,-363.4
4586,60613,10000020220,-212.77
4587,12718,10000001265,-109.72
4588,22331,10000006883,-158.94
4589,73451,10000023831,-120.84
4590,84316,10000002568,-335.29
4591,37844,10000001918,-140.64
4592,39398,10000006053,-76.87
4593,69109,10000000274,-97.87
4594,40750,10000007993,-295.34
4595,73886,10000020134,-79.95
4596,71958,10000001634,-443.33
4597,55063,10000022249,-0.27
4598,11240,10000019578,-447.44
4599,87686,10000016315,-362.99
4600,79705,10000009993,-302.26
4601,10825,10000021816,-116.81
4602,94985,10000012446,-434.39
4603,33834,10000021659,-226.75
4604,81165,10000019745,-181.94
4605,60698,10000005698,-170.61
4606,50226,10000010313,-89.29
4607,18562,10000024588,-280.68
4608,93209,10000022385,-74.1
4609,28763,10000013436,-107.21
4610,96252,10000024688,-341.83
4611,83065,10000018619,-314.7
4612,17435,10000023484,-201.82
4613,12186,10000022500,-263.31
4614,85066,10000003608,8.28
4615,10143,10000022338,-487.48
4616,67560,10000018716,-221.81
4617,81274,10000017786,-175.3
4618,97910,10000018002,-20.5
4619,22574,10000013016,-378.19
4620,94648,10000021142,-436.49
4621,91148,10000019758,-105.9
4622,79510,10000014349,-492.46
4623,17603,10000005445,-130.96
4624,28814,10000004359,-228.34
4625,92619,10000018396,-224.6
4626,24101,10000007810,-359.16
4627,43388,10000007558,-401.69
4628,72599,10000021335,-169.76
4629,38656,10000014761,-162.74
4630,38644,10000000211,-451.94
4631,81835,10000014946,-35.96
4632,63942,10000005193,-227.31
4633,64599,10000007263,-368.24
4634,71803,10000016635,-16.64
4635,90913,10000017128,-329.69
4636,67651,10000010063,-302.98
4637,46977,10000007790,-257.36
4638,16560,10000000197,-49.29
4639,33329,10000012605,-383.29
4640,18601,10000017188,-57.87
4641,67628,10000016812,-149.14
4642,28591,10000000404,-199.78
4643,63719,10000008540,-233.11
4644,83691,10000012357,-349.13
4645,59167,10000001341,-102.0
4646,63421,10000020850,-294.5
4647,26697,10000010617,-288.04
4648,96323,10000008852,-285.45
4649,16507,10000006514,-95.91
4650,95537,10000015701,-442.55
4651,98318,10000007026,-155.67
4652,10949,10000000776,-384.35
4653,53739,10000018937,-290.78
4654,58681,10000012635,-488.98
4655,35985,10000016802,-477.3
4656,64492,10000001974,-216.75
4657,59697,10000005753,-5.65
4658,13834,10000024373,-26.14
4659,12511,10000000977,-212.32
4660,45721,10000019650,-96.22
4661,30121,10000000623,-48.34
4662,73610,10000022745,-78.18
4663,35106,10000016820,-196.75
4664,92315,10000006686,-262.47
4665,79687,10000004789,-65.78
4666,64071,10000007388,-352.5
4667,92278,10000016172,-310.36
4668,70333,10000015769,-221.16
4669,43616,10000019556,-78.74
4670,17076,10000004854,-444.66
4671,82729,10000002460,-320.69
4672,54383,10000005088,-316.46
4673,77139,10000015500,-298.99
4674,23739,10000021517,-373.12
4675,16279,10000002328,-332.93
4676,95401,10000005863,6.54
4677,47106,10000004274,-70.91
4678,37894,10000012174,-113.52
4679,50498,10000016232,-22.16
4680,53804,10000010781,-113.5
4681,41765,10000023208,-372.3
4682,25091,10000005893,-327.49
4683,91755,10000007117,-463.13
4684,73599,10000022537,-37.1
4685,23793,10000003483,-149.39
4686,27518,10000004644,-88.68
4687,87215,10000007639,-162.52
4688,53218,10000022929,-274.4
4689,74381,10000008976,3.03
4690,28884,10000009667,-298.98
4691,72228,10000011497,-356.98
4692,80000,10000013135,-436.22
4693,25074,10000013826,-141.51
4694,76503,10000020017,-398.78
4695,79724,10000003072,-427.65
4696,48639,10000000738,-136.67
4697,13430,10000005283,-381.05
4698,19777,10000002585,-396.81
4699,67742,10000024103,-349.98
4700,91008,10000020711,-456.54
4701,27338,10000009741,-49.36
4702,57160,10000002474,-260.7
4703,25327,10000005070,-456.11
4704,72543,10000009272,-354.82
4705,82701,10000004092,-68.39
4706,96342,10000020622,-166.07
4707,69796,10000001582,-210.0
4708,55306,10000021856,-421.37
4709,15307,10000018587,-105.9
4710,19800,10000023822,-116.51
4711,96918,10000015784,-400.4
4712,62558,10000015966,-150.03
4713,67673,10000010156,-478.61
4714,48091,10000010222,-204.81
4715,98490,10000008480,-482.05
4716,98420,10000014029,-326.66
4717,39583,10000003959,-377.53
4718,73799,10000006576,-1.85
4719,65972,10000004558,-196.46
4720,18633,10000003544,-429.65
4721,79596,10000015864,-123.11
4722,72142,10000001859,-448.43
4723,60214,10000012341,3.13
4724,17888,10000004941,-175.53
4725,84686,10000017320,-163.29
4726,18680,10000003092,-408.38
4727,30747,10000019764,-285.18
4728,81683,10000002771,-367.0
4729,38070,10000000485,-297.02
4730,76643,10000007961,-485.04
4731,57878,10000024598,-245.69
4732,18454,10000015504,-170.6
4733,81715,10000020328,-468.21
4734,95954,10000004452,-227.77
4735,31002,10000007013,-189.76
4736,24606,10000018564,-445.24
4737,89931,10000000671,-490.55
4738,56444,10000021867,-242.54
4739,12765,10000018796,-203.31
4740,36588,10000010710,-462.11
4741,78474,10000015371,-42.14
4742,37989,10000004538,-458.74
4743,20239,10000009359,-80.75
4744,16556,10000003632,-221.23
4745,12446,10000016160,-130.92
4746,43889,10000020745,-99.37
4747,95152,10000017219,-207.02
4748,24606,10000018563,-242.94
4749,69807,10000019324,-345.55
4750,11400,10000007675,-366.64
4751,88505,10000019038,-180.05
4752,46269,10000018847,-254.97
4753,82952,10000007681,-115.04
4754,59684,10000008313,-499.5
4755,53760,10000002969,-490.17
4756,43297,10000010388,-102.4
4757,20719,10000000665,-405.63
4758,83891,10000005946,-302.72
4759,15952,10000020912,-430.95
4760,96919,10000002757,-269.98
4761,70316,10000012697,-332.52
4762,17246,10000008296,-344.52
4763,49804,10000018136,-310.82
4764,33872,10000001230,-333.74
4765,57838,10000018296,-195.35
4766,69362,10000005988,-228.59
4767,83705,10000019598,-258.32
4768,70630,10000022482,-333.7
4769,25254,10000000445,-341.57
4770,77389,10000009471,-469.68
4771,37046,10000006413,-446.53
4772,48061,10000014680,-191.79
4773,85136,10000013995,-341.41
4774,89434,10000022797,-417.98
4775,58927,10000002264,-71.38
4776,55550,10000000255,-195.46
4777,71494,10000001045,-147.8
4778,57328,10000019677,-373.88
4779,98459,10000013196,-37.63
4780,46584,10000000558,-59.22
4781,34921,10000020836,-486.24
4782,15613,10000009970,-115.01
4783,78313,10000007454,-18.91
4784,97457,10000019488,-168.97
4785,39146,10000022189,-18.65
4786,68527,10000003753,-422.23
4787,43693,10000001609,-369.15
4788,44970,10000017379,-483.16
4789,42945,10000010408,-78.89
4790,43744,10000009608,-92.6
4791,75373,10000001920,-72.39
4792,24145,10000017235,-300.46
4793,25363,10000002713,-113.52
4794,71255,10000012700,-90.98
4795,21117,10000002462,-465.95
4796,70490,10000022408,-182.7
4797,12182,10000009913,-109.93
4798,15375,10000021789,-423.61
4799,42598,10000020160,-49.29
4800,23381,10000019509,-70.7
4801,84184,10000011190,-341.16
4802,37839,10000023991,-232.71
4803,23049,10000021439,-92.6
4804,95697,10000011051,-180.58
4805,83172,10000014752,-59.94
4806,57741,10000014888,-233.68
4807,69117,10000004225,-239.08
4808,66875,10000004161,-46.1
4809,36086,10000017065,-42.29
4810,89689,10000020029,-318.26
4811,68779,10000007227,-104.84
4812,38474,10000001666,-279.16
4813,34272,10000012650,-166.28
4814,33326,10000015907,-259.09
4815,53865,10000007891,-437.65
4816,30199,10000002397,-260.31
4817,90718,10000013875,-131.78
4818,56515,10000013788,-153.75
4819,81367,10000018821,-228.42
4820,46341,10000009239,-53.82
4821,96226,10000004485,-424.92
4822,72212,10000017834,-213.58
4823,75998,10000019374,-191.02
4824,58368,10000006818,-223.58
4825,71312,10000000018,-473.35
4826,74202,10000020875,-342.42
4827,11698,10000021008,-134.46
4828,42670,10000015985,-274.33
4829,85873,10000006857,-291.63
4830,36021,10000017000,-285.27
4831,62290,10000010174,-379.77
4832,19691,10000007850,-425.93
4833,42195,10000017619,-416.01
4834,48418,10000001327,-236.39
4835,85766,10000021563,-416.07
4836,71806,10000007645,-443.77
4837,77172,10000022751,-353.3
4838,83691,10000012359,-60.88
4839,43050,10000012871,-112.92
4840,36667,10000023871,-298.98
4841,15715,10000020458,-195.67
4842,21470,10000003822,-202.76
4843,97777,10000021890,-475.76
4844,35278,10000009810,-51.55
4845,83961,10000016683,-475.02
4846,35411,10000004699,-322.44
4847,36131,10000018426,8.89
4848,92829,10000007224,-83.62
4849,19634,10000020306,-453.98
4850,94070,10000017315,-374.8
4851,71331,10000015821,-304.88
4852,64081,10000021826,-366.46
4853,45785,10000005562,1.06
4854,18510,10000014157,-370.25
4855,85909,10000000097,-473.3
4856,69894,10000023336,-44.91
4857,85506,10000024162,-169.16
4858,85873,10000006858,-9.29
4859,97650,10000002201,-372.94
4860,77184,10000000081,-339.15
4861,55583,10000007575,-296.45
4862,17170,10000003917,-323.22
4863,81367,10000018820,-228.62
4864,74422,10000008412,-59.44
4865,75940,10000017169,-102.26
4866,30385,10000005456,-25.82
4867,46412,10000001452,-123.67
4868,51564,10000017646,-444.39
4869,84941,10000013886,-406.14
4870,57897,10000001429,-10.14
4871,51349,10000017662,-92.22
4872,56487,10000013041,-324.6
4873,92735,10000012146,-480.02
4874,70333,10000015770,-82.5
4875,87911,10000017225,-117.8
4876,66818,10000016008,-183.72
4877,11618,10000007941,-32.26
4878,67818,10000017712,6.82
4879,58285,10000020355,-105.86
4880,16483,10000012560,-438.54
4881,37716,10000010326,-488.52
4882,20534,10000008736,-129.37
4883,90322,10000018746,-156.41
4884,75345,10000001163,-95.64
4885,56285,10000014065,-78.33
4886,88129,10000022846,-419.68
4887,91968,10000011228,-444.23
4888,14466,10000000494,-401.92
4889,92519,10000020617,-202.9
4890,99826,10000019934,-486.11
4891,11110,10000008819,-192.62
4892,74118,10000000909,-325.43
4893,90252,10000019057,-359.26
4894,55352,10000023060,-293.88
4895,20987,10000023803,-354.54
4896,81097,10000003305,-277.24
4897,57168,10000011907,-72.77
4898,25152,10000004019,-190.85
4899,34837,10000023562,-12.48
4900,80176,10000018598,-196.31
4901,90548,10000020824,-400.87
4902,72064,10000021429,-16.05
4903,61010,10000013594,-23.62
4904,12128,10000003697,-306.41
4905,81572,10000013543,-266.06
4906,68234,10000010926,-199.76
4907,15560,10000000821,-499.58
4908,91437,10000019293,-75.06
4909,17477,10000023738,-380.65
4910,31750,10000000284,-284.63
4911,72922,10000018606,-245.2
4912,65663,10000022986,-437.89
4913,92207,10000016984,-271.48
4914,41439,10000005362,-132.44
4915,37401,10000006294,-56.57
4916,89277,10000003359,-170.85
4917,40968,10000004557,-144.5
4918,53453,10000011402,-153.38
4919,73967,10000020798,-499.0
4920,35033,10000002926,-208.52
4921,76304,10000015804,-157.94
4922,67092,10000021175,-304.85
4923,43204,10000008403,-248.87
4924,59982,10000018460,-151.95
4925,63712,10000005614,-350.76
4926,36208,10000000680,-37.82
4927,32353,10000005971,-181.25
4928,82132,10000012953,-488.29
4929,92376,10000002049,-143.97
4930,80270,10000005192,-24.06
4931,56146,10000019683,-183.32
4932,69312,10000002394,-215.63
4933,69109,10000000273,-35.45
4934,37084,10000004461,-60.2
4935,84187,10000003677,-15.13
4936,97849,10000019205,-318.19
4937,35606,10000019595,-213.74
4938,18684,10000003440,-110.88
4939,40360,10000018058,7.76
4940,23063,10000018805,-204.56
4941,49804,10000018135,-454.45
4942,78741,10000005819,-132.17
4943,96704,10000018172,-422.13
4944,13469,10000022150,-425.94
4945,83263,10000019785,-161.16
4946,16058,10000004984,-108.68
4947,60921,10000004127,-445.39
4948,45981,10000024200,-113.5
4949,40116,10000002519,-474.22
4950,12263,10000000345,-237.15
4951,54399,10000002017,-457.51
4952,38532,10000012370,-43.02
4953,46243,10000008171,-367.27
4954,67804,10000012739,-241.21
4955,12587,10000011740,-203.84
4956,96276,10000007732,-493.83
4957,95876,10000018078,-79.74
4958,24598,10000002964,-472.72
4959,62556,10000006555,-42.36
4960,23594,10000019389,-299.46
4961,56229,10000004352,-399.29
4962,84395,10000007568,-469.78
4963,40318,10000022877,-279.63
4964,79115,10000017612,-266.29
4965,22329,10000014764,-267.67
4966,72082,10000002672,-234.57
4967,33729,10000015590,-236.22
4968,65982,10000007257,-313.43
4969,65688,10000002557,-361.74
4970,83111,10000009618,-10.03
4971,32926,10000006648,7.62
4972,18094,10000018883,-291.46
4973,83304,10000019805,-67.82
4974,43307,10000008781,-19.42
4975,12667,10000011186,-212.43
4976,82203,10000022875,9.77
4977,73575,10000023397,-462.88
4978,96845,10000017577,-28.43
4979,37523,10000013578,-432.79
4980,17070,10000021604,-83.69
4981,51532,10000006364,-383.52
4982,69356,10000010840,-252.59
4983,25961,10000002618,0.73
4984,11342,10000006389,-147.2
4985,54558,10000000629,-252.63
4986,97203,10000013147,-224.19
4987,17294,10000013372,-471.2
4988,69246,10000023883,-300.66
4989,45157,10000019698,-47.58
4990,78688,10000020275,-87.36
4991,93069,10000018345,-317.13
4992,19929,10000020905,-87.84
4993,98573,10000021769,-91.25
4994,46278,10000024642,-132.59
4995,77942,10000013567,-422.75
4996,92735,10000012147,-15.82
4997,32353,10000005972,-73.74
4998,52309,10000005287,-443.93
4999,73858,10000013093,-166.71
5000,70633,10000008855,-344.16
5001,42196,10000012524,-61.65
5002,41851,10000019889,-289.61
5003,15970,10000002008,-180.51
5004,91238,10000020862,-92.64
5005,19927,10000010995,-342.25
5006,86624,10000024619,-111.59
5007,68971,10000005323,-168.58
5008,31512,10000019742,-143.17
5009,79077,10000023678,-264.53
5010,84432,10000018026,-94.26
5011,55026,10000024735,-311.77
5012,48172,10000008191,-164.65
5013,69631,10000018366,-151.25
5014,68144,10000023479,-357.91
5015,42555,10000001110,-375.21
5016,93893,10000009886,-211.78
5017,24126,10000018713,-106.95
5018,95652,10000005907,-1.68
5019,98259,10000007836,-443.04
5020,60389,10000015994,-40.62
5021,25249,10000012940,-196.43
5022,28836,10000007035,-394.69
5023,63726,10000009678,-96.08
5024,65281,10000018219,-225.07
5025,35526,10000022596,-179.7
5026,65033,10000022086,-241.84
5027,12300,10000014860,-470.84
5028,56133,10000001890,-4.77
5029,82032,10000021050,-137.99
5030,94932,10000012430,-278.52
5031,80511,10000008671,-97.35
5032,58604,10000010639,-462.99
5033,69499,10000024001,-389.11
5034,52487,10000017507,-357.91
5035,73897,10000000725,-9.46
5036,35981,10000014748,-47.42
5037,43348,10000009759,0.35
5038,34800,10000007486,-373.1
5039,37461,10000008400,-479.6
5040,50992,10000012770,-217.07
5041,48859,10000015819,-290.73
5042,45795,10000017634,-457.56
5043,43704,10000002610,-402.6
5044,45330,10000014827,-366.37
5045,53133,10000009353,-367.84
5046,78018,10000022477,-68.1
5047,64492,10000001972,-262.13
5048,16120,10000005502,-46.77
5049,97575,10000013547,-39.02
5050,14050,10000009277,-246.34
5051,33872,10000001229,-266.43
5052,99411,10000007625,-323.6
5053,87672,10000009874,-317.74
5054,22776,10000018573,-5.1
5055,71785,10000008029,5.88
5056,81210,10000022543,-144.81
5057,50290,10000005794,-70.18
5058,38879,10000021265,-66.54
5059,92152,10000019452,-408.74
5060,14012,10000009848,-343.17
5061,34542,10000020316,-448.15
5062,87950,10000009550,-349.21
5063,34235,10000009680,-312.46
5064,53173,10000010611,-216.92
5065,76763,10000003346,-57.52
5066,35131,10000020964,-309.82
5067,67128,10000013554,-63.49
5068,89315,10000008667,-284.38
5069,80213,10000014983,-40.59
5070,76806,10000016555,-146.37
5071,65101,10000012023,-250.37
5072,97023,10000011020,-433.03
5073,10638,10000015188,-119.45
5074,16638,10000022207,-65.45
5075,32130,10000013952,-279.13
5076,58579,10000011343,-143.69
5077,44265,10000014034,-193.31
5078,83110,10000018261,-73.15
5079,39111,10000020240,-171.52
5080,34213,10000020810,-385.91
5081,87423,10000006308,-5.43
5082,19192,10000005447,8.82
5083,30075,10000022873,-353.58
5084,70719,10000020139,-13.92
5085,71245,10000011621,-470.04
5086,14213,10000011168,-141.51
5087,34008,10000007327,-26.14
5088,76589,10000017513,-266.84
5089,58409,10000017589,-67.65
5090,87282,10000014494,-234.61
5091,95397,10000019962,-339.86
5092,57833,10000015993,-295.9
5093,11471,10000017413,-381.65
5094,49573,10000012774,-434.65
5095,16518,10000007609,-283.64
5096,69468,10000018839,-457.17
5097,23511,10000004366,-177.28
5098,94416,10000000142,-238.88
5099,93468,10000022789,-379.14
5100,11704,10000010451,-376.49
5101,60605,10000015474,-498.03
5102,34833,10000013681,-127.38
5103,84558,10000012881,-240.68
5104,52295,10000004726,-227.24
5105,62946,10000001344,-42.88
5106,42547,10000000013,-465.42
5107,48249,10000007698,-488.29
5108,76604,10000006836,-18.26
5109,12022,10000021680,-480.73
5110,23174,10000022486,-330.03
5111,26362,10000011934,6.72
5112,59166,10000013636,-174.12
5113,47853,10000005955,-420.86
5114,44421,10000007716,-106.92
5115,90876,10000017774,-280.04
5116,63160,10000015378,-51.32
5117,25937,10000011480,-333.69
5118,40515,10000012629,-223.66
5119,41057,10000024395,-359.91
5120,39282,10000003793,-411.62
5121,89263,10000022412,-478.72
5122,87593,10000007404,-196.69
5123,77018,10000021625,-474.91
5124,85978,10000024381,-425.81
5125,11059,10000003556,-458.95
5126,60281,10000005235,-180.57
5127,58681,10000012634,-216.04
5128,46891,10000015455,-27.54
5129,57240,10000013985,-32.83
5130,78107,10000013735,-262.52
5131,78243,10000018628,-430.06
5132,44914,10000019126,-18.93
5133,97949,10000007129,-393.27
5134,95929,10000001772,-204.4
5135,47062,10000008915,-147.18
5136,46837,10000019344,-352.18
5137,90322,10000018745,-403.08
5138,23048,10000018726,-8.97
