tx_ref,post_date_time,tx_amt,tx_payee,tx_payee_acc,tx_payee_name,tx_payee_acc_bal,tx_payee_email,tx_payee_facebook_id,tx_payee_twitter_id,tx_payee_cust_identity,tx_payee_cust_contact,tx_payee_address,tx_payee_city,tx_payee_state,tx_payee_postcode,tx_ben,tx_ben_acc,tx_ben_name,tx_ben_acc_bal,tx_ben_email,tx_ben_facebook_id,tx_ben_twitter_id,tx_ben_cust_identity,tx_ben_cust_contact,tx_ben_address,tx_ben_city,tx_ben_state,tx_ben_postcode,tx_remark,doc_ref,level,watch_name,watch_label,alert_score
TX2020030919580000192519,20200309195854,8112.04,98806,10000008146,Mary Pond,-85994.57,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,67752,10000004724,Jo Jones,-3096.5499999999956,JoJones@abc.com,JoJones9,@JoJones,868709,634094066,344 Island Road ,Savannah,Georgia,31406,Mary Pond to Jo Jones,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000192651,20200309195854,9056.65,98806,10000008148,Mary Pond,2680.889999999963,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,45647,10000019785,Heather Lester,82110.19999999997,HeatherLester@abc.com,HeatherLester11,@HeatherLester,842486,662471459,8421 Thomas Drive #4,Panama City,Florida,32408,Mary Pond to Heather Lester,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000193946,20200309195854,1236.46,98806,10000008146,Mary Pond,-84758.11,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,95789,10000013733,Patricia Brown,-28264.799999999974,PatriciaBrown@abc.com,PatriciaBrown56,@PatriciaBrown,855648,619612685,319 West Silverwood Drive ,Midwest City,Oklahoma,73110,Mary Pond to Patricia Brown,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000201921,20200309195854,3109.4,98806,10000008147,Mary Pond,31598.3,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,16385,10000017074,Marilyn Goodhart,-55182.30999999999,MarilynGoodhart@abc.com,MarilynGoodhart81,@MarilynGoodhart,889772,603495839,15509 East 7th Circle ,Aurora,Colorado,80011,Mary Pond to Marilyn Goodhart,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000211717,20200309195854,5345.61,98806,10000008149,Mary Pond,-221805.57000000007,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,59811,10000013967,Ruby Encino,126952.67999999998,RubyEncino@abc.com,RubyEncino91,@RubyEncino,850225,653767016,420 D Street Northwest ,Ardmore,Oklahoma,73401,Mary Pond to Ruby Encino,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000231346,20200309195854,75.38,98806,10000008146,Mary Pond,-94267.68,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,49529,10000005699,Francis Natividad,2961.980000000007,FrancisNatividad@abc.com,FrancisNatividad26,@FrancisNatividad,858581,621521024,86 Russell Street ,Manchester,Connecticut,6040,Mary Pond to Francis Natividad,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000244980,20200309195854,6461.87,98806,10000008146,Mary Pond,-87805.81,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,96870,10000010885,Sidney Fisher,52915.87000000002,SidneyFisher@abc.com,SidneyFisher11,@SidneyFisher,829935,632274557,269 Park Street #1,North Reading,Massachusetts,1864,Mary Pond to Sidney Fisher,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000252841,20200309195854,8787.61,98806,10000008147,Mary Pond,31176.189999999995,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,12552,10000010843,Cassie Finney,-37922.87,CassieFinney@abc.com,CassieFinney94,@CassieFinney,882916,640985653,5039 North 57th Avenue #118,Glendale,Arizona,85301,Mary Pond to Cassie Finney,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000256959,20200309195854,3198.65,98806,10000008148,Mary Pond,4166.109999999962,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,68240,10000022043,Eleanor White,27848.200000000008,EleanorWhite@abc.com,EleanorWhite14,@EleanorWhite,878367,674379957,14 Olympia Street ,Norton,Massachusetts,2766,Mary Pond to Eleanor White,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000258557,20200309195854,4349.82,98806,10000008148,Mary Pond,8515.929999999964,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,99897,10000015336,Helen Bass,68832.02000000003,HelenBass@abc.com,HelenBass27,@HelenBass,880577,610342268,815 West Market Street #6,Louisville,Kentucky,40202,Mary Pond to Helen Bass,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000261615,20200309195854,9793.57,98806,10000008148,Mary Pond,18309.499999999964,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,73732,10000015257,Carla Russi,-61750.35999999999,CarlaRussi@abc.com,CarlaRussi68,@CarlaRussi,820607,610936971,2313 Vegas Avenue ,Castro Valley,California,94546,Mary Pond to Carla Russi,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000269054,20200309195854,2153.67,98806,10000008147,Mary Pond,25353.27999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,13707,10000001170,Vikki Kinyon,-5571.19000000002,VikkiKinyon@abc.com,VikkiKinyon59,@VikkiKinyon,873415,620498674,247 Summit Street ,Manchester,Connecticut,6042,Mary Pond to Vikki Kinyon,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000269624,20200309195854,3807.99,98806,10000008146,Mary Pond,-83997.81999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,35344,10000007858,Albert Ramirez,-134866.36000000002,AlbertRamirez@abc.com,AlbertRamirez25,@AlbertRamirez,883744,601133342,61 Cubles Drive ,Brimfield,Massachusetts,1010,Mary Pond to Albert Ramirez,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000277727,20200309195854,7262.74,98806,10000008147,Mary Pond,24938.249999999996,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,24398,10000012281,Victoria Brown,15053.360000000002,VictoriaBrown@abc.com,VictoriaBrown50,@VictoriaBrown,880279,640850824,73 Twin Hills Drive ,Longmeadow,Massachusetts,1106,Mary Pond to Victoria Brown,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000278399,20200309195854,7194.41,98806,10000008146,Mary Pond,-76803.40999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,56186,10000021263,Martha Chasteen,-82170.82000000004,MarthaChasteen@abc.com,MarthaChasteen16,@MarthaChasteen,893486,680860213,1079 East Kentucky Street ,Louisville,Kentucky,40204,Mary Pond to Martha Chasteen,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000286377,20200309195854,1512.9,98806,10000008148,Mary Pond,16818.219999999965,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,84420,10000019912,Elizabeth Maloon,56414.73,ElizabethMaloon@abc.com,ElizabethMaloon77,@ElizabethMaloon,814386,605103457,10277 West 52nd Place #211,Wheat Ridge,Colorado,80033,Mary Pond to Elizabeth Maloon,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000305475,20200309195854,3129.58,98806,10000008147,Mary Pond,18328.30999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,42598,10000002929,Joel Victoria,-56110.73,JoelVictoria@abc.com,JoelVictoria33,@JoelVictoria,857170,693836836,159 Downey Drive A,Manchester,Connecticut,6040,Mary Pond to Joel Victoria,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000312218,20200309195854,3594.15,98806,10000008149,Mary Pond,-261577.4900000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,53618,10000024303,Patricia Morin,-85415.62999999992,PatriciaMorin@abc.com,PatriciaMorin25,@PatriciaMorin,886991,616332933,5264 Shafter Avenue ,Oakland,California,94618,Mary Pond to Patricia Morin,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000331580,20200309195854,2668.67,98806,10000008146,Mary Pond,-74134.73999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,17062,10000015952,Matthew Ulberg,-68969.41999999997,MatthewUlberg@abc.com,MatthewUlberg53,@MatthewUlberg,841993,694877132,16 Conway Street ,Shelburne Falls,Massachusetts,1370,Mary Pond to Matthew Ulberg,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000342911,20200309195854,537.93,98806,10000008148,Mary Pond,1561.539999999966,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,73921,10000009033,Trisha Leon,-31880.080000000005,TrishaLeon@abc.com,TrishaLeon47,@TrishaLeon,888674,656280230,2400 Easy Street ,San Leandro,California,94578,Mary Pond to Trisha Leon,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000344864,20200309195854,8068.52,98806,10000008146,Mary Pond,-66066.21999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,87144,10000022246,Josephine Pierce,58861.330000000016,JosephinePierce@abc.com,JosephinePierce12,@JosephinePierce,823939,662742934,4800 Huffman Road ,Anchorage,Alaska,99516,Mary Pond to Josephine Pierce,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000355393,20200309195854,7482.08,98806,10000008149,Mary Pond,-255042.07000000012,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,79054,10000023112,Cynthia Norton,123064.31999999993,CynthiaNorton@abc.com,CynthiaNorton69,@CynthiaNorton,849624,687585102,14 6th Street #1,Medford,Massachusetts,2155,Mary Pond to Cynthia Norton,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000356554,20200309195854,2090.73,98806,10000008148,Mary Pond,3652.269999999966,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,57821,10000013697,Brian Peterson,4872.060000000003,BrianPeterson@abc.com,BrianPeterson23,@BrianPeterson,854572,644701083,1376 Oakland Avenue #1,Fayetteville,Arkansas,72703,Mary Pond to Brian Peterson,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000356812,20200309195854,9505.18,98806,10000008148,Mary Pond,13157.449999999966,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,76519,10000017153,Randee Cooper,195104.06,RandeeCooper@abc.com,RandeeCooper21,@RandeeCooper,884244,683349942,77 Weaver Road ,Manchester,Connecticut,6042,Mary Pond to Randee Cooper,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000358698,20200309195854,9582.94,98806,10000008147,Mary Pond,18697.119999999988,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,94572,10000012128,Toni Bailey,-133359.84,ToniBailey@abc.com,ToniBailey69,@ToniBailey,850747,632544825,96 Lakehouse Drive ,Fairlee,Vermont,5045,Mary Pond to Toni Bailey,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000361018,20200309195854,9230.33,98806,10000008147,Mary Pond,27927.44999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,40903,10000024693,April Stokes,-86638.87999999998,AprilStokes@abc.com,AprilStokes79,@AprilStokes,816212,648002683,11843 North 60th Avenue ,Glendale,Arizona,85304,Mary Pond to April Stokes,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000362259,20200309195854,4465.53,98806,10000008147,Mary Pond,32392.979999999985,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,67745,10000014401,Jackie Smith,20673.659999999996,JackieSmith@abc.com,JackieSmith53,@JackieSmith,873629,669285876,4719 West Cochise Drive ,Glendale,Arizona,85302,Mary Pond to Jackie Smith,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000365058,20200309195854,2473.17,98806,10000008147,Mary Pond,34866.14999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,93699,10000004678,Jill Goodwin,3593.909999999999,JillGoodwin@abc.com,JillGoodwin41,@JillGoodwin,871455,613515753,10484 West 82nd Avenue ,Arvada,Colorado,80005,Mary Pond to Jill Goodwin,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000371289,20200309195854,4991.42,98806,10000008148,Mary Pond,18148.86999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,71202,10000000292,Craig Foltz,6989.160000000011,CraigFoltz@abc.com,CraigFoltz36,@CraigFoltz,881192,641223135,2812 Jasper Street Southeast ,Washington,Dist. of Columbia,20020,Mary Pond to Craig Foltz,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000389551,20200309195854,7877.1,98806,10000008148,Mary Pond,24736.02999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,93299,10000007464,Jennifer Lambert,-47611.94,JenniferLambert@abc.com,JenniferLambert67,@JenniferLambert,851745,696270038,62 High Street ,Manchester,Connecticut,6040,Mary Pond to Jennifer Lambert,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000391492,20200309195854,8952.46,98806,10000008149,Mary Pond,-254982.5800000001,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,31456,10000006713,William Wyrick,-62028.12000000003,WilliamWyrick@abc.com,WilliamWyrick67,@WilliamWyrick,890667,629869027,2928 Avon Road ,Panama City,Florida,32405,Mary Pond to William Wyrick,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000393252,20200309195854,4678.98,98806,10000008146,Mary Pond,-83082.11,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,16565,10000005788,Anna Gonzalez,-14459.090000000006,AnnaGonzalez@abc.com,AnnaGonzalez64,@AnnaGonzalez,877883,620036375,922 Judge Court East ,West River,Maryland,20778,Mary Pond to Anna Gonzalez,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000393986,20200309195854,1477.09,98806,10000008146,Mary Pond,-81605.02,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,83074,10000020482,David Moore,-107114.99000000002,DavidMoore@abc.com,DavidMoore42,@DavidMoore,828539,641377259,11 Alden Court ,Roseville,California,95678,Mary Pond to David Moore,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000407444,20200309195854,4524.4,98806,10000008148,Mary Pond,29260.42999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,16499,10000018156,James Hale,-46665.73999999996,JamesHale@abc.com,JamesHale22,@JamesHale,837826,622953523,1361 Barret Park Way ,Montgomery,Alabama,36117,Mary Pond to James Hale,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000407757,20200309195854,1444.03,98806,10000008146,Mary Pond,-81165.25,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,51365,10000003782,Jason Middleton,-75635.65,JasonMiddleton@abc.com,JasonMiddleton55,@JasonMiddleton,847227,643611675,8501 Twin Gable Drive ,Montgomery,Alabama,36116,Mary Pond to Jason Middleton,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000420293,20200309195854,4575.33,98806,10000008149,Mary Pond,-256559.35000000012,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,14368,10000009538,Lura Glaab,143138.28000000006,LuraGlaab@abc.com,LuraGlaab76,@LuraGlaab,846443,601531434,817 Nevada Drive Northeast ,Palm Bay,Florida,32907,Mary Pond to Lura Glaab,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000424212,20200309195854,3511.24,98806,10000008149,Mary Pond,-253048.11000000013,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,79675,10000003334,Jimmy Gatewood,41653.32999999997,JimmyGatewood@abc.com,JimmyGatewood51,@JimmyGatewood,883682,668186023,71 Racine Road ,,Vermont,5468,Mary Pond to Jimmy Gatewood,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000428448,20200309195854,1650.19,98806,10000008146,Mary Pond,-79515.06,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,63825,10000023880,Orlando Roddy,1434.060000000013,OrlandoRoddy@abc.com,OrlandoRoddy41,@OrlandoRoddy,815447,658898363,5732 Jean Drive ,Union City,California,94587,Mary Pond to Orlando Roddy,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000435718,20200309195854,1325.75,98806,10000008146,Mary Pond,-81066.43,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,11342,10000022252,Thomas Rojas,112635.87,ThomasRojas@abc.com,ThomasRojas75,@ThomasRojas,888394,641667929,441 Merritt Avenue ,Oakland,California,94610,Mary Pond to Thomas Rojas,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000439432,20200309195854,2496.63,98806,10000008146,Mary Pond,-78569.79999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,79319,10000006979,Belinda Mertz,84654.29999999996,BelindaMertz@abc.com,BelindaMertz50,@BelindaMertz,809472,617801709,8219 Minor Lane #9,Louisville,Kentucky,40219,Mary Pond to Belinda Mertz,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000445289,20200309195854,7416.23,98806,10000008148,Mary Pond,36676.65999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,65675,10000009327,Ty Cuthbert,37353.41000000003,TyCuthbert@abc.com,TyCuthbert32,@TyCuthbert,856456,657858356,5458 Zephyr Court ,Arvada,Colorado,80002,Mary Pond to Ty Cuthbert,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000457557,20200309195854,612.25,98806,10000008147,Mary Pond,23653.39999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,39096,10000016360,Michael Allen,-8819.100000000006,MichaelAllen@abc.com,MichaelAllen17,@MichaelAllen,843568,685429608,2 Thompson Road ,Manchester,Connecticut,6040,Mary Pond to Michael Allen,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000458620,20200309195854,8950.46,98806,10000008148,Mary Pond,45627.11999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,39134,10000022150,George Johnson,-94337.33000000005,GeorgeJohnson@abc.com,GeorgeJohnson6,@GeorgeJohnson,841790,678758583,202 Deer Run Trail ,Manchester,Connecticut,6042,Mary Pond to George Johnson,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000461597,20200309195854,647.11,98806,10000008146,Mary Pond,-79667.4,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,87650,10000012392,Ricardo Carballo,-25645.44000000001,RicardoCarballo@abc.com,RicardoCarballo37,@RicardoCarballo,806940,632375611,1002 Highland Avenue ,Louisville,Kentucky,40204,Mary Pond to Ricardo Carballo,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000465169,20200309195854,6066.91,98806,10000008148,Mary Pond,43787.96999999997,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,13729,10000003499,Joshua Bravo,5241.080000000002,JoshuaBravo@abc.com,JoshuaBravo37,@JoshuaBravo,893341,621039313,302 Black Sky Lane ,Pasadena,Maryland,21122,Mary Pond to Joshua Bravo,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000465179,20200309195854,6362.05,98806,10000008146,Mary Pond,-73305.34999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,13855,10000018374,William Flores,92988.55000000002,WilliamFlores@abc.com,WilliamFlores76,@WilliamFlores,808054,628059007,7405 River Park Drive ,Nashville,Tennessee,37221,Mary Pond to William Flores,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000466243,20200309195854,1690.22,98806,10000008147,Mary Pond,25343.61999999999,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,70560,10000020270,Daniel Hamlin,74839.81000000001,DanielHamlin@abc.com,DanielHamlin57,@DanielHamlin,873407,647728472,9428 North 65th Drive ,Glendale,Arizona,85302,Mary Pond to Daniel Hamlin,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
TX2020030919580000468300,20200309195854,6421.08,98806,10000008148,Mary Pond,50209.049999999974,MaryPond@abc.com,MaryPond59,@MaryPond,889729,637919187,2522 South College Drive ,Fayetteville,Arkansas,72701,34834,10000008023,Steven Holt,-72343.93000000001,StevenHolt@abc.com,StevenHolt95,@StevenHolt,826799,612563688,74 Heard Street #1,Chelsea,Massachusetts,2150,Mary Pond to Steven Holt,https://www.foxnews.com/us/lori-vallow-in-idaho-jail-ahead-of-friday-court-appearance-in-missing-children-case,0.1,Mary Pond,PERSON,0.620871902
